Tanggal;Username;Clean Dataset
2022-01-27 15:57:52+00:00;KDyiah;ikn selesai sejarah catat partai tolak nama partai sudah tidak dengar
2022-01-27 15:53:13+00:00;HendroP90921707;roy suryo angkat bicara pdip sodor nama ahok jadi calon kepala otorita ikn tolakibukotabaru
2022-01-27 15:11:09+00:00;21BeritaTerkini;nama ahok gadang gadang jadi calon kepala otorita ikn amat masak tidak ada orang ahok sih
2022-01-27 15:08:17+00:00;MarahIchsan;jakarta cnn indonesia dewan pimpin pusat dpp pdip aku aju nama komisaris utama pt pertamina basuki tjahaja purnama alias ahok presiden joko widodo jadi kepala otorita ibu kota negara ikn nusantara
2022-01-27 14:58:44+00:00;AksaraKhatulis1;roy suryo angkat bicara pdip sodor nama ahok jadi calon kepala otorita ikn rezimbudakoligarki rezimsarangkkn
2022-01-27 14:58:17+00:00;HendroBatuayau;roy suryo angkat bicara pdip sodor nama ahok jadi calon kepala otorita ikn rezimbudakoligarki rezimsarangkkn
2022-01-27 14:11:33+00:00;sirajapadoha;pdip sodor nama ahok jadi calon kepala otorita ibu kota baru dpp aju alias ahok presiden kepala otorita ibu kota negara ikn nusantara sudah bukti kerja nya mantaappp
2022-01-27 13:57:47+00:00;TataSweety25;kadroen panas dingin liat bohir bingung dewan pimpin pusat dpp pdip aku aju nama komisaris utama pt pertamina basuki tjahaja purnama alias ahok presiden joko widodo jadi kepala otorita ibu kota negara ikn nusantara
2022-01-27 13:48:15+00:00;SatuhatiCoffee;maling nama ikn sudah rampok nama konstitusi sungguh bajing tolakuuikn tolakibukotabaru akhiripandemi
2022-01-27 12:36:40+00:00;BantengnyaPDIP;draf rancang undang ikn belum cantum nama ibu kota baru bagai ikn draf rancang undang masuk prolegnas prioritas dewan wakil rakyat iknindonesiamaju
2022-01-27 12:29:14+00:00;Apede16;basuki tjahaja purnama ahok hasto salah nama turut pdi juang penuh syarat bagai kepala ikn
2022-01-27 12:01:28+00:00;Romijuliwanda;jilad sih tidak om numpang ningkatin popularitas partai nama ibukota ya hehe gimana nih bli semangat juang adil pkn buram nih ikn
2022-01-27 11:41:21+00:00;mediamonitor21;pdip usul sosok jadi kepala otorita ikn nama ahok
2022-01-27 11:29:32+00:00;nety_rusi;jokowi dialog mega calon kepala otorita ikn singgung nama ahok
2022-01-27 11:20:53+00:00;EricssenWen;dewan pimpin pusat dpp pdip aku aju nama komisaris utama pt pertamina basuki tjahaja purnama alias ahok presiden joko widodo jadi kepala otorita ibu kota negara ikn nusantara
2022-01-27 10:59:39+00:00;TulitWawan;nama nama indonesia otorita ikn
2022-01-27 10:57:01+00:00;EllaZefa;presiden dialog ibu mega calon kepala otorita ikn singgung nama ahok
2022-01-27 10:46:02+00:00;Gtralali;ngebut garap undang ikn jadi inget nama nama ikan uuiknmendzalimirakyat stopkebijakandzalim
2022-01-27 10:38:10+00:00;zabiranaksholih;ngebut garap undang ikn jadi inget nama nama ikan gt uuiknmendzalimirakyat
2022-01-27 10:29:29+00:00;IApriantara;ngebut garap undang ikn jadi inget nama nama ikan gt uuiknmendzalimirakyat lt
2022-01-27 10:15:04+00:00;pantau_com;jokowi megawati bahas nama ahok pimpin ikn nusantara
2022-01-27 10:06:52+00:00;heriwebcom;jokowi sudah kantong nama calon kepala otorita ikn
2022-01-27 10:06:51+00:00;Info__sumut;jokowi sudah kantong nama calon kepala otorita ikn
2022-01-27 09:50:41+00:00;firmansy_id;yth presiden usul nama ibukota negara tmpt baru daerah khusus ibukota mantankarta tks ikn
2022-01-27 09:49:14+00:00;ChusnulCh__;ayo teman dukung ahok turut penuh kriteria dengar suara publik kait kepala ikn nusantara sodor nama ahok jadi calon kepala otorita ibu kota baru
2022-01-27 09:48:43+00:00;wartakotalive;hasto kristiyanto pdip nama nama calon penuh syarat kepala otorita ikn masuk ahok
2022-01-27 09:37:04+00:00;beningnews;hasto pdip jokowi kantong nama ikn batu
2022-01-27 09:28:04+00:00;Konfrontasi_co;hasto pdip jokowi kantong nama ikn batu
2022-01-27 09:21:27+00:00;Newstagar;hasto pdip nama kantong jokowi pimpin ikn nusantara
2022-01-27 09:11:26+00:00;AbuThoriq;pdip sodor nama ahok jadi calon kepala otorita ibu kota baru ikn proyek oligarki uuiknmendzalimirakyat
2022-01-27 08:53:33+00:00;geloraco;hasto pdip nama kantong jokowi pimpin ikn nusantara
2022-01-27 08:47:14+00:00;NLuslenika;ngebut garap undang ikn jadi inget nama nama ikan gt gt uuiknmendzalimirakyat lt lt ikn proyek oligarki zcxa
2022-01-27 08:40:00+00:00;siscalfianty;presiden timbang nama jadi kepala otorita ikn ada ahok ridwan kamil risma
2022-01-27 08:40:00+00:00;jagajokowidodo;presiden timbang nama jadi kepala otorita ikn ada ahok ridwan kamil risma
2022-01-27 08:39:45+00:00;futuristic889;heboh ikn ahok edymulyadi nama nusantara bagai ibukotabaru era jokowi
2022-01-27 08:21:24+00:00;cagubnyinyir2;ali mochtar bentuk tim pilih sosok kepala otorita ikn nusantara masuk timbang presiden hak prerogatif turut undang ngabalin info sosok pilih jokowi ada nama ahok
2022-01-27 07:57:18+00:00;SavannahUmmu;ngebut garap undang ikn jadi inget nama nama ikan gt gt uuiknmendzalimirakyat lt lt w
2022-01-27 07:51:49+00:00;PositifMindsets;pkb dukung nusantara nama ibu kota baru ikn sejahtera bangsa
2022-01-27 07:49:02+00:00;irafig_lanashki;ngebut garap undang ikn jadi inget nama nama ikan gt gt uuiknmendzalimirakyat lt lt rj
2022-01-27 07:43:40+00:00;Aqsa93763848;ngebut garap undang ikn jadi inget nama nama ikan gt uuiknmendzalimirakyat lt mzz
2022-01-27 07:40:27+00:00;BocahTengil000;ngebut garap undang ikn jadi inget nama nama ikan gt gt uuiknmendzalimirakyat lt lt stopkebijakandzalim gt gt
2022-01-27 07:22:48+00:00;CakSyam9;ngebut garap undang ikn jadi inget nama nama ikan gt gt uuiknmendzalimirakyat lt lt stopkebijakandzalim spuv
2022-01-27 07:18:42+00:00;DaengNangga;ngebut garap undang ikn jadi inget nama nama ikan gt gt uuiknmendzalimirakyat lt lt stopkebijakandzalim gt gt
2022-01-27 06:23:51+00:00;RheinaHerlina;jadi kandidat leader ikn ahli baik idegagasanaction ada nama versi ganjar pranowo anies baswedan ridwan kamil hebat giring karena alam jadi ketua band komen tidak enak d block
2022-01-27 05:56:38+00:00;cindicintia11;nusantara sah jadi nama ibu kota negara alas ikn perata bangun
2022-01-27 05:56:34+00:00;kiapoteri92;nusantara sah jadi nama ibu kota negara alas ikn perata bangun
2022-01-27 04:45:42+00:00;ifoz_ndomboz;nama ikn jadi nusantara
2022-01-27 04:11:03+00:00;eko53182607;pkb dukung nusantara nama ibukota baru ikn sejahtera bangsa
2022-01-27 03:54:43+00:00;NoLimitID;gera bincang isu ibukota nusantara media sosial puncak tanggal januari fokus isu pilih nama nusantara nolimittrending nolimitindonesia nusantara ikn
2022-01-27 03:52:50+00:00;Lionelbarcalope;draf rancang undang ikn belum cantum nama ibu kota baru bagai ikn draf rancang undang masuk prolegnas prioritas dewan wakil rakyat iknindonesiamaju
2022-01-27 03:41:32+00:00;randi_marten;pkb dukung nusantara nama ibu kota baru ikn sejahtera bangsa
2022-01-27 03:13:30+00:00;InfoPapua6;nusantara sah jadi nama ibu kota negara alas ikn sejahtera bangsa
2022-01-27 02:55:18+00:00;PabloHerlambang;enak usaha btu bra sana ya pajak rendah hasil usak hutan langsung kukup nama ikn
2022-01-27 02:55:07+00:00;sambalutta;alas nama ibu kota baru nusantara ikn sejahtera bangsa
2022-01-27 02:51:28+00:00;aranigr;ikn beneran jadi nama tetep nusantara jadi generasi ngalamin bingung paham nusantara bagai ibukota nusantara bagai konsep satu pulau pulau level bingung kayak zaman iskandarsyah ganti nama kota jadi alexandria
2022-01-27 02:50:28+00:00;anjaniriani28;dukung nusantara jadi nama ibu kota baru ikn sejahtera bangsa
2022-01-27 02:50:26+00:00;MutiaSa98970942;pkb dukung nusantara nama ibu kota baru ikn sejahtera bangsa
2022-01-27 02:49:32+00:00;BerekClarita;pkb dukung penuh nusantara jadi nama ibu kota ikn sejahtera bangsa
2022-01-27 02:37:51+00:00;dyta0303;heran isi kura kura kes biar usut usut jatam temu nama politikus ada kait wilayah ikn produkoligarki produkoligarki
2022-01-27 02:32:09+00:00;AnsariJoko;pkb dukung nama ikn baru ikn sejahtera bangsa
2022-01-27 02:21:42+00:00;GabbyBoyz;nusantara nama baik ikn baru ikn sejahtera bangsa
2022-01-27 02:21:23+00:00;HanyaSuaraBiasa;nusantara sah jadi nama ibu kota negara alas ikn sejahtera bangsa
2022-01-27 01:58:44+00:00;Kiran96135202;balik alas nama ibu kota baru ikn sejahtera bangsa
2022-01-27 01:28:12+00:00;19yudith;menkominfo ikn beri nama nusantara jadi kota cerdas smart capital city
2022-01-27 01:12:13+00:00;Cupidlucky2;karena ikn jaga anak bangsa totalitas cinta negara satu republik indonesia tidak bs kendali nama kelompok agama
2022-01-27 00:38:22+00:00;IATeam___;peluang jajah negara satu republik indonesia ikn indonesia selang tinggal nama tolakibukotabaru china bangun ikn kaltim kepala bappenas sila buka
2022-01-26 19:10:00+00:00;OperaSaboen;ahok jadi kepala otorita ikn ada kriteria baru jokowi timbang nama jadi kepala otorita ikn ayorevolusiakhlaq ayorevolusiakhlaq
2022-01-26 18:59:27+00:00;Guy99Wise;bodoh mu nanggung kalau tidak paham aset nusantara pilih nama ikn nusantara bukan pe a tidak ngejek orang kalau bodoh nanggung ajar sejarah jaya majapahit warga dulu beli beras pakai butir emas perak
2022-01-26 15:26:04+00:00;INDONESIAPERKA2;titip ikn nusantara kepada saudara kalimantan pulau borneo salam cinta kasih nama saudara satu rakyat indonesia nusantara mari lawan kelompok usak bangsa radikal rasial intoleran khilafah rusak pancasila
2022-01-26 14:12:16+00:00;taufik_q;ada nama politikus kait milik konsesi lokasi ikn ada hektare konsesi tambang batu bara wilayah ikn
2022-01-26 12:57:10+00:00;Metamorfosa86_;patut duga diam nama nama jadi benar untung proyek ikn tidak serah konsesi lahan kuasa dahulu dapat tidak gratis
2022-01-26 10:54:20+00:00;kbharianaceh;ada kriteria baru jokowi timbang nama jadi kepala otorita ikn
2022-01-26 10:50:13+00:00;akunrecehgaje;tidak ngeributin nama ikn baru serah nama fokus problem substansial limut iknproyekoligarki
2022-01-26 08:29:47+00:00;korantempo;ada spekulan tanah deteksi kawasan lahan calon ibu kota negara ikn nusantara lahan catat milik nama usaha jabat negara ulah spekulan tanah picu konflik masyarakat adat korantempo
2022-01-26 08:16:27+00:00;RuskandarAsep;ibu pertiwi ada tidur tidak nyenyak akibat tolak ceramah mana kejar masyarakat kalimantan janji extradisi ditandatangani ada tidur nyenyak berkat undang ikn syah investor minat nama indonesia segani
2022-01-26 07:42:24+00:00;AurelNovelia;draf rancang undang ikn belum cantum nama ibu kota baru hnya bagai ikn dlm draf rancang undang masuk prolegnas prioritas dewan wakil rakyat
2022-01-26 06:54:42+00:00;PelesDien;tidak tuju nama ikn baru nusantara rocky gerung usul nama nyleneh
2022-01-26 06:14:57+00:00;emprosay;naskah akademik ikn dicorat coret profesor singapura refly harun kelola negara kelola warung hmm warung konoha nama cocok
2022-01-26 06:11:56+00:00;corinasocialy;turut rizal beri nama nusantara tolak gagas pokok pilih kalimantan timur kaltim bagai lokasi ibu kota negara ikn baru iknindonesiamaju
2022-01-26 05:36:18+00:00;viavianiii;draf rancang undang ikn belum cantum nama ibu kota baru bagai ikn draf rancang undang masuk prolegnas prioritas dewan wakil rakyat iknindonesiamaju
2022-01-26 05:24:41+00:00;canputtt;draf rancang undang ikn belum cantum nama ibu kota baru bagai ikn draf rancang undang masuk prolegnas prioritas dewan wakil rakyat iknindonesiamaju
2022-01-26 05:21:18+00:00;Anak_Senja90;turut rizal beri nama nusantara tolak gagas pokok pilih kalimantan timur kaltim bagai lokasi ibu kota negara ikn baru iknindonesiamaju
2022-01-26 05:15:00+00:00;lss_arungkala;tidak pindah ikn bagai problem politik sana problem historis pakai nama nusantara nama nusantara pakai bagai nama ikn muat historis ideologis proses nama
2022-01-26 05:00:49+00:00;PemudaSpeakUp;turut rizal beri nama nusantara tolak gagas pokok pilih kalimantan timur kaltim bagai lokasi ibu kota negara ikn baru iknindonesiamaju
2022-01-26 04:38:51+00:00;batas_negeri;nama ibu kota baru nusantara nusantara ibukotabaru ikn
2022-01-26 03:39:43+00:00;Sakirun40;busantara nama ikn wakil majemuk inodnesia
2022-01-26 03:35:27+00:00;netrayID;pindah ibu kota negara target pilih presiden mulus proses pindah undang undang ikn buru buru sah nama kota sudah tetap iring polemik
2022-01-26 03:33:18+00:00;EkaSilawati2;masyarakat dukung tetap nusantara bagai nama ibu kota baru ikn perata bangun
2022-01-26 03:10:19+00:00;ElviraDwihanda1;mahasiswa dukung beri nama nusantara ikn ikn perata bangun
2022-01-26 02:45:22+00:00;BaubauC;alas nama ibu kota baru nusantara ikn perata bangun
2022-01-26 02:43:24+00:00;BaubauOpini;dukung nusantara jadi nama ibu kota baru cak imin jokowi peka sejarah ikn perata bangun
2022-01-26 01:26:21+00:00;Imrajula2;beda istilah jin buang anak sudah dipake barang baru em soal urgensi ikn nya beda ad masalah pakai bahasa daerah sidang nama bukan kaleng loh
2022-01-26 00:48:32+00:00;AraiChaf;usul nama ibu kota baru firaunesia ibukotabaru ikn tolakuuikn peoplepowertolakikn iknbarubukansolusi iknproyekoligarki
2022-01-26 00:24:54+00:00;edwinsaragih;wa group ada diskusi nusantara nama ikn diskusi ambyar quote kata shakespeare apa arti nama
2022-01-26 00:17:38+00:00;AsMusyafir;turut sahabatpenulisan ayat baik tulis angka surat nama surat syukron ikn rugi rakyat zadeb
2022-01-25 23:33:31+00:00;umma_nada;sungguh orang orang iman nama allah gemetar hati al anfaal ikn rugi rakyat woce
2022-01-25 19:21:31+00:00;valiantas;bu sepakat kalau nama ikn pas
2022-01-25 16:19:03+00:00;kalavanya;ujung jadi metaverse nih ikn sebut nama nama ikn coba
2022-01-25 15:35:18+00:00;RadenSetyaki2;lht komen hmpr sll bawa nama pks pdhl pendpt bkn mengatasnamakan partai protes karena ikn sah cpt dewan wakil rakyat
2022-01-25 15:18:58+00:00;Alliinzz;provokasi rakyat dukung batal pindah ikn oposan harap puing ikn timbun nama baik pdip koalisi ayo dukung suksesi pindah ikn nusantara bagai hukum dukung pindah ikn
2022-01-25 14:23:55+00:00;hirakasilke;karakter tribalistik kayak gitu mah dilewatin presiden nusantara cari karakter visioner tangguh wawas nusantara pribadi jokowi kasih nama tidak asal kait serta pribadi percaya bangun padan nama ikn nusantara
2022-01-25 14:11:29+00:00;Mecumasreng2;nama ikn baru nusantara cocok negara indonesia jejer pulau pulau bentang sabang merauke nusantara nan jaya jaya bangsa indonesia maju ama
2022-01-25 13:30:25+00:00;PutriSolok2;nama asep ngaku orang balikpapan tidak logat banjar gue warga balikpapan baru parak wadah alfie loe bilang bukit najam lokasi ikn nusantara banjir tahun depan pakai ngutip daerah loa kulu samarinda diskredit najam
2022-01-25 13:15:22+00:00;digit255;nama developer pt ikn
2022-01-25 12:51:42+00:00;suryahamidi;nama jokowi kibar abu dhabi jadi nama jalan utama jadi nama mesjid megah karena uea resmi jadi donatur ikn kau goreng china hidung geblek lewat karena prabowo tidak tau isi kepala busuk sudah makan babi
2022-01-25 12:50:01+00:00;mt_eferest;ku baca voa jawa sentrisme kait ikn gimana pilih nama ikn nusantara jawa sentris banget jadi ya sisih duduk asli sana warga ikn
2022-01-25 11:51:38+00:00;Feroferaferrari;isu ikn jadi kalimantan ancam tanpa jelas nyaitu nama nya fitnah
2022-01-25 10:36:11+00:00;bataraisra;banget hahah bahas situ alas ikn pindah jakarta bukan daerah daerah konflik lahan tidak selesai selesai masyarakat adat kasih nama nusantara
2022-01-25 08:44:42+00:00;Leonita_Lestari;publik rasa elon musk pakai jual bijak nikel ikn muncul nama
2022-01-25 06:18:17+00:00;nalarinstitute;kalimantan timur pilih bagai lokasi pindah ibu kota negara nama nusantara ikn diri tanah luas ha kawasan ibu kota luas ha zona perintah luas ha nalarinstitute menyambutnusantara ibukotabaru
2022-01-25 05:50:09+00:00;ProKaltim;nama mahyudin cuat calon kepala otorita ikn hasan basri putra putri kalimantan
2022-01-25 05:03:40+00:00;atjeh01;lokasi konsep ikn dana jadwal masuk nama sosok kepala otorita beri ruang luas diskusi pikir pikir warga dengar jadi bahan timbang
2022-01-25 04:40:18+00:00;CNNIDdaily;edar nama nama calon pimpin ibu kota nusantara presiden joko widodo kriteria kepala otorita ikn
2022-01-25 04:27:33+00:00;AnandaHalomoan1;provokator warga kalimantan ya warga negara satu republik indonesia ada tuju ikn ada tidak adu domba orang tuju bangun ikn tidak tuju em tidak suku arteria sunda ferdinand nama allah
2022-01-25 04:16:31+00:00;bangyupi_006;adah nama prop yusril usaha kuasa lahan ikn
2022-01-25 03:55:00+00:00;forestdigest;warganet ramai komentar kesah rancang undang ikn proses cepat bagi usul perihal nama ibu kota baru nusantara sudah resmi presiden joko widodo risiko anggar sosial lingkung
2022-01-25 03:23:56+00:00;RayyanrRamadan;ayo dukung nusantara jadi nama ibukota indonesia dukung undang ikn maju indonesia maju
2022-01-25 02:43:05+00:00;idnlike_com;usul kepala otorita ikn putra daerah senator kalimantan nama nama mumpuni pintar
2022-01-25 02:25:05+00:00;RickyNSas;nama ikn yqng baru cocok sih nganjukpura nganjukkarta karena dana hasil nganjuk alias ngutang
2022-01-25 02:19:53+00:00;Adjie_Mt;blg tidak nama denger cermat jelas sebut kata najam passer utara ikn baru dst
2022-01-25 02:10:03+00:00;inewsdotid;usul kepala otorita ikn putra daerah senator kalimantan nama nama mumpuni pintar
2022-01-25 01:58:48+00:00;resikonya;nusantara nama ikn satu lawan omicron
2022-01-25 01:36:27+00:00;beritajatimcom;masyarakat indonesia heboh pilih nama ibu kota negara ikn baru nama nusantara sah presiden jokowi undang pro kontra berita kini news beritajatim jatim beritajatimcom
2022-01-24 23:55:16+00:00;sontoloyo241976;tidak mmbngun kota baru gitu ya ikn hny jadi topeng supaya dpt dukung kalau mngatas nsmakn kota bnyk mnolak kyk reklamasi pakai nama pindah ibu kota hny rakyat bodoh goblog dungu mndukung ikn baru
2022-01-24 19:42:18+00:00;PWndeso;kecewa bukan karena nama ibu kota belum ikn pindah ada prioritas pulih baik ekonomi rakyat pasca puncak pandemi covid pks sikap cermat mantap kokohkanpks
2022-01-24 12:17:48+00:00;kabarjowo;deret nama tokoh daerah cocok pimpin ikn nusantara iknnusantara ikn
2022-01-24 10:12:01+00:00;oemjioemji;gue tidak kenal tidak ya bahas ikn nya btw tau tidak nama kota pontianak
2022-01-24 09:30:49+00:00;DedyNad_id;dukung pindah ikn baik nama ikn nusantara konsep bangun ok lokasi nya ikn tuju tuju ikn lampung ibukota negara
2022-01-24 09:23:35+00:00;adiweezRR;ngebut garap uuikn jadi inget nama nama ikan gt gt tolakuuikn lt lt ikn hegemoni kapitalis gt gt
2022-01-24 08:34:39+00:00;ndoroAtmo;sepi kabar investor parkir duit ibu kota baru investor indonesia sudah gelontor dana fresh ikn nusantara bagi dana sudah parkir bank plat merah nama cucu usaha badan usaha milik negara konstruksi
2022-01-24 08:26:21+00:00;DjarotSasongko1;ngebut garap uuikn jadi inget nama nama ikan gt gt tolakuuikn lt lt ikn hegemoni kapitalis zda
2022-01-24 07:48:51+00:00;kickamprt;nyata pks satu fraksi dewan wakil rakyat tolak ikn dikalimantan tolak nama nusantara
2022-01-24 07:14:50+00:00;journalofdevel7;perintah langsung bangun ibu kota negara ikn baru najam paser utara kalimantan timur beri nama nusantara proses laksana bangun ikn kalimantan
2022-01-24 06:57:39+00:00;komarudinsyam3;ngebut garap uuikn jadi inget nama nama ikan tolakuuikn ikn hegemoni kapitalis
2022-01-24 06:31:39+00:00;boechan231;ikn nama nusantara nusantara jadi nama ibu kota nusantara luas sabang marauke istilah nusantara ubah jadi negara satu republik indonesia nusantara sudah jadi tidak luas
2022-01-24 06:21:38+00:00;Prasetyo9Hh;kalau bicara otak pakai orang partai politik emang mudah lupa kalau jalan ngomong pikir dulu bawa nama daerah salah kalimantan timur jadi ikn emang loe negara indonesia kalimantan kaya sda bro
2022-01-24 06:14:43+00:00;Serangnewsprmn;dukung ikn nusantara menengal sosok kertanegara raja singasari jadi pilih nama ikn pilih nusantara
2022-01-24 04:58:29+00:00;Sarip_oyong;kabar dapur kalau bangun ikn nama nusantara kembali dana sultan ada nusantara inidana konon zaman voc
2022-01-24 04:46:05+00:00;Beritabaruco;usul nama ibu kota baru kalimantan nama nusantara
2022-01-24 03:07:27+00:00;achmad_taher;prediksi pindah ibu kota indonesia beri nama ibu kota nusantara ikn bukan ibu kota nusangsara
2022-01-24 02:45:36+00:00;BanyuAdem2;ikn nama cocok ikn kota kasbon
2022-01-24 02:27:40+00:00;BeritaNew3;dukung nusantara jadi nama ibukota baru dukung ikn nusantara
2022-01-24 02:21:50+00:00;SayapGaruda8;nusantara jadi nama ibu kota negara dukung ikn nusantara
2022-01-24 02:21:44+00:00;BudiNKRI45;dukung nusantara jadi nama ibu kota baru dukung ikn nusantara
2022-01-24 02:17:56+00:00;TaurusAdalahAku;whihihihiiihhh bagus jadi nama ikn
2022-01-24 02:15:15+00:00;puntik17;dukung nusantara jadi nama ibu kota baru dukung ikn nusantara
2022-01-24 02:06:02+00:00;indones22;harap masyarakat tetap nusantara bagai nama ibu kota baru kesah undang ikn bawa maju sejahtera bangsa indonesia dukung ikn nusantara
2022-01-24 01:55:45+00:00;MarqusTrianto;guna nama nusantara ikn baru jawa sentris lawan salah alas pindah konsep nusantara embrio sudah zaman singasari realisasi era majapahit raja pusat jawa
2022-01-24 01:43:05+00:00;AndiniLayla;nusantara nama impi rakyat indonesia dukung ikn nusantara
2022-01-24 01:05:03+00:00;RadenKianSayang;dipa nusantara aidit nama jangan sama ya nama nusantara nya ikn gada hubung aah sajaa damaitanpapdip damaitanpapdip
2022-01-24 00:46:20+00:00;Daeng_Galank;ganti nama ikn nusantara jadi cebong dungu
2022-01-24 00:42:19+00:00;noardtambunan;nama nya narasi provokasi agar orang paham nya minim literasi ikn telan informasi bangun
2022-01-23 23:58:00+00:00;Been4Q59;proyek rel kereta api borneo ditesmikan jokowi tinggal papan nama ulang proyek ikn
2022-01-23 19:39:07+00:00;KADRUNESIAN;megaproyek ikn jadi inget hambalang ubah nama nusantara jadi mangkrak
2022-01-23 18:56:16+00:00;pribumi08;tidak ada masyarakat tempat lahan lokasi ikn baru gubernur kaltim bilang lho bilang jin buang anak dlm video tsb lokasi ikn bukan nama daerah sudah ada masyarakat hun
2022-01-23 17:25:19+00:00;DaltungNiHoda;dsr kadrun dukung khilafah mrpkn sistem perintah ala arab islam sudah usang takterpakai dlm konteks ikn sudah bilang nusantara asal nusentara lkl klmntn khssx kuta lbh golbog putus nama ikn brdsrkn konteks lokal eee ngotot mnytkn
2022-01-23 17:12:11+00:00;Chenervan55;betull banget ikn ikn indonesia ganti nama jadi nusantara
2022-01-23 16:42:51+00:00;vvvalidation;heboh banget kayak indonesia sibuk milih nama ikn nih om ada request tidak mumpung belum ketok palu
2022-01-23 16:08:00+00:00;kangely1;nama ikn tidak dukung sepakat parte tidak dukung ikn
2022-01-23 15:04:03+00:00;UGMYogyakarta;sejarawan nama ikn nusantara rujuk wilayah jawa
2022-01-23 14:51:00+00:00;Viechar_Zoel;bapak maksud tunda nama nusantara jadi ikn
2022-01-23 14:01:56+00:00;EdiKeceput;kang dengar nama akang masuk nominasi balon ketua otorita ikn ya
2022-01-23 13:38:05+00:00;TbaAminudin;nusantara kota nama ikn ikn sudah bangun fungsi kota nusantara jadi nama ikn pergi aceh pontianak yogyakarta manado kupang jayapura bukan nusantara degradasi nusantara
2022-01-23 13:06:37+00:00;achmadaliensak;lari lari konteks konteks tanpa data validtadi kereta nebeng cak nun iknanda tidak datanyajangan nyatut nama cak nun karena hormat bagai budayawan jaga sopan santun
2022-01-23 12:53:37+00:00;AFirjon;apa nama ikn kadrun pks tidak tuju kecuali ada kata kila
2022-01-23 12:51:44+00:00;Tanohcak1;tau lokasi ikn hutan nya najam nama nya hutan ada monyet tuduh anggap monyet orang najam dri potong vidio sudah edit mana letak hina warga najam situ
2022-01-23 12:27:07+00:00;tarwotowsg96;dirgahayumegawati dirgahayumegawati dirgahayumegawati jokowi sudah tidak presiden republik indonesia lanjut program ikn nama ibukota negara bagus nusantara jadi sumpah maha patih majapahit gajah mada
2022-01-23 12:26:00+00:00;NKRI_Heaven;bukan salah nama ikn nusantara sudah jet qpa hubung coba kasih nama basuki ahok jadi ketua otoritanya ehh baper jalan tugas bikin riuh order bohir
2022-01-23 12:21:07+00:00;KawarahBang;pkb dukung nama ikn nusantara karena jokowi peka terhdp sejarah nama tsb ada kait nama dwipa nusantara aidit pentol pki sudah tembak mati boyolali nanya doank
2022-01-23 12:18:38+00:00;Exis78;dukung ibu kota negara ikn nama nusantara moga ibu kota baru bawa jaya indonesia maju linknya semangat salam sehat rahayu gerakanmerahputih
2022-01-23 11:55:04+00:00;kh_notodiputro;nusantara kali catat dlm literatur jawa abad gambar konsep raja majapahit hidup ki hajar dewantara pd abad bagai nama alternatif wilayah hindia belanda belum merdeka skr nusantara jadi nama ikn indonesia
2022-01-23 11:46:58+00:00;Serucoid1;nama calon kepala otoritas ikn ahok azwar anas bambang brodjonegoro
2022-01-23 11:32:32+00:00;maria_irham;mbkkk nusantara ikn nama tpi arti luas nusantara indonesia seluruh wilayah sabang merauke ambil nama nusantara karena gambar satu indonesia
2022-01-23 11:13:28+00:00;illness_d3;moga ikn papan nama
2022-01-23 10:17:42+00:00;J86195051;ikn suka rencana nama ibu kota suka bikin tanpa dialog warga kalimantan arif lokal fakta orang lokal tidak aku dicuekin
2022-01-23 10:15:36+00:00;cornelgea;arak pakai singkat ikn ibu kota baru nama nusantara ikn ibu kota nusantara
2022-01-23 10:12:03+00:00;asfa_z4;yups banget tetehyg tanah tidak rela tanah nya jadiin ikn atas nama negara
2022-01-23 10:07:02+00:00;_ikhwanyan;belum ada anggar bangun proyek mega ikn nusantara bahas undang ikn kejar tayang cerita nnti dar resmi nama
2022-01-23 09:59:15+00:00;DumpalCandi17;rebak polemik nama ikn baru jj rizal jangan kritisi kerja bocah tidak puas kali tolong sodor nama alternatif baik nama nusantara terima mayoritas rakyat republik indonesia adil
2022-01-23 09:17:02+00:00;bukanhewann;sejarawan ugm nilai nama ikn rujuk nama wilayah jelas nusantara indonesia raya
2022-01-23 08:50:54+00:00;talkharisma;mba sitha dampak karena tidak ada sosialisasi berita duar umum nama ikn baru undang ikn baru sudah paripurna salah paham untung sih
2022-01-23 07:36:15+00:00;alamanda_maroon;miskin abai biaya ikn tnd vaksinasi nama sehat rakyat genjot pdhl vaksin sudah dekat kadaluarsa tikusistana tikusistana
2022-01-23 07:33:55+00:00;OpikAf;urus bapak ikn nama gubernur jabar lekat tidak cawe urus daerah sudah urus jabar tidak neko mesti benah jabar masalah mesti atensi
2022-01-23 07:32:46+00:00;ME_harianumum;kata iwan fals nama nusantara ikn baru
2022-01-23 07:09:07+00:00;chakrawidjayas1;nama ahok masuk calon kepala otorita ikn nusantara roy suryo mantan narapidana tidak ada orang si jae yah tikusistana tikusistana
2022-01-23 07:03:10+00:00;Alamalika;kejut ikn muncul nama anthony charles lynton blair alias tony blair bagai dewan arah ikn inonesia karena mantan pm inggris tony blair sosok kontroversi inggris tonyblair
2022-01-23 06:00:24+00:00;BentengSumbar;undang ikn sah jimly asshiddiqie usul nama dki ubah jadi dke
2022-01-23 05:24:17+00:00;M_Katjasungkana;pks tolak undang ikn nusantara ribut nama nusantara
